Receipt #,Physical Business Location,Account #,Owner Address Name,Business Name,Business Address,Category Code,Category Name,Mailing Address Name,Mailing Address Line 1,Mailing Address Line 2,Mailing Address City,Mailing Address State,Mailing Address ZIP,Number of Units,Account Status,Balance Status,Date Paid In Full,Exemption Code,Exemption Description,Business Phone,RE Account Number,Tangible Account Number,Custom Flags,Business Start Date,Year,Class Code,Class Name
7479131,30 - UNIN DADE COUNTY,7196811,1 RENT CAR CORP C/O MIGUEL CUADRADO PRES,1 RENT CAR CORP,"4121 NW 25 ST MIAMI, FL 33142 ",SER-REN,SERVICE BUSINESS,1 RENT CAR CORP C/O MIGUEL CUADRADO PRES,4121 NW 25 ST,,MIAMI,FL,33142,2,Active,Paid In Full,10/10/16,-- None --,-- None --,,,,-- None --,1/29/16,2017,213,Service business/multiple service business or Passenger transportation services
6988449,30 - UNIN DADE COUNTY,6715123,1 RESPONSE LOCKSMITH LLC,1 RESPONSE LOCKSMITH LLC,"9055 SW 73 CT #1702 MIAMI, FL 33156 ",LOC,LOCKSMITH SERVICE,1 RESPONSE LOCKSMITH LLC SHAI SNIR,9055 SW 73 CT ##1702,,MIAMI,FL,33156,1,Active,Paid In Full,11/9/16,-- None --,-- None --,786-326-3674,30-5002-086-0820,,Mobile Business,11/1/10,2017,213,Service business/multiple service business or Passenger transportation services
7315286,30 - UNIN DADE COUNTY,7039084,1 SOURCE AUTO BOUTIQUE LLC C/O MIQUEL RODRIGUEZ MGR,1 SOURCE AUTO BOUTIQUE LLC,"14399 SW 143 CT #102 MIAMI, FL 33186 ",AUT,AUTO / TRUCK / VAN SALES,1 SOURCE AUTO BOUTIQUE LLC C/O MIQUEL RODRIGUEZ MGR,14399 SW 143 CT #102,,MIAMI,FL,33186,3,Active,Unpaid,,-- None --,-- None --,305-266-8112,,,-- None --,10/1/12,2017,214,Retail sales
7477507,01 - MIAMI,7195311,1 SOURCE COLLISION CENTER LLC C/O JOSE GARCIA,1 SOURCE COLLISION CENTER LLC,"2215 NW 22 CT MIAMI, FL 33142 ",AUT,AUTO / TRUCK / VAN SERVICE,1 SOURCE COLLISION CENTER LLC C/O JOSE GARCIA,2215 NW 22 CT,,MIAMI,FL,33142,3,Active,Unpaid,,-- None --,-- None --,786-255-2611,01-3127-046-0120,,-- None --,2/2/15,2017,213,Service business/multiple service business or Passenger transportation services
4112181,30 - UNIN DADE COUNTY,6014278,1 ST CHOICE APPLIANCE SERVICE C/O GOMEZ GENARO,1 ST CHOICE APPLIANCE SERVICE,OPERATING IN DADE COUNTY   ,SER-SNR,SERVICE BUSINESS,1 ST CHOICE APPLIANCE SERVICE C/O GOMEZ GENARO,12840 SW 267 ST,,HOMESTEAD,FL,33032,1,Active,Paid In Full,7/30/16,-- None --,-- None --,786-213-8590,,,-- None --,6/1/98,2017,213,Service business/multiple service business or Passenger transportation services
7495270,30 - UNIN DADE COUNTY,7211648,1 ST CLASS PLUMBING OF SOUTH FLORIDA INC C/O EDUARDO TELLERIA,1 ST CLASS PLUMBING OF SOUTH FLORIDA INC,DOING BUSINESS IN DADE COUNTY,PLUM,PLUMBING CONTRACTOR,1 ST CLASS PLUMBING OF SOUTH FLORIDA INC C/O EDUARDO TELLERIA,420 S 62 AVE,,HOLLYWOOD,FL,33023,1,Active,Paid In Full,10/13/16,-- None --,-- None --,,,,-- None --,10/13/16,2017,196,Contracting
7495271,30 - UNIN DADE COUNTY,7211648,1 ST CLASS PLUMBING OF SOUTH FLORIDA INC C/O EDUARDO TELLERIA,1 ST CLASS PLUMBING OF SOUTH FLORIDA INC,DOING BUSINESS IN DADE COUNTY,MIA-PLUM,PLUMBING CONTRACTOR,1 ST CLASS PLUMBING OF SOUTH FLORIDA INC C/O EDUARDO TELLERIA,420 S 62 AVE,,HOLLYWOOD,FL,33023,1,Active,Paid In Full,10/13/16,-- None --,-- None --,,,,-- None --,10/13/16,2017,RMC,Restricted Municipal Contracting
7443304,30 - UNIN DADE COUNTY,7164978,1 STOP AC APPLIANCES INC C/O VALDES JORGE L,1 STOP AC APPLIANCES INC,OPERATING IN DADE COUNTY   ,SER-SNR,SERVICE BUSINESS,1 STOP AC APPLIANCES INC C/O VALDES JORGE L,30905 SW 194 AVE,,HOMESTEAD,FL,33030,1,Active,Unpaid,,-- None --,-- None --,786-760-7102,,,Mobile Business,1/10/14,2017,213,Service business/multiple service business or Passenger transportation services
7295157,27 - HIALEAH GARDENS,7019201,1 STOP AUTO SHOP OF SOUTH,1 STOP AUTO SHOP OF SOUTH FLORIDA CORP,"9695 NW 79 AVE BAY 5 HIALEAH GARDENS, FL 33016 ",AUT,AUTO / TRUCK / VAN SERVICE,1 STOP AUTO SHOP OF SOUTH ELISEO VELASQUEZ PRES,9695 NW 79 AVE BAY 5,,HIALEAH GARDENS,FL,33016,2,Active,Unpaid,,-- None --,-- None --,786-000-0000,27-3003-001-0624,,Returned Mail,7/1/12,2017,213,Service business/multiple service business or Passenger transportation services
7498974,34 - MIAMI GARDENS,7215043,1 STOP BUSINESS OFFICE SOLUTIONS,1 STOP BUSINESS OFFICE SOLUTIONS,"19654 NW 27 AVE STE B MIAMI GARDENS, FL 33056",RET-STR,RETAIL SALES,1 STOP BUSINESS OFFICE SOLUTIONS,19654 NW 27 AVE STE B,,MIAMI GARDENS,FL,33056,1,Active,Paid In Full,11/23/16,-- None --,-- None --,954 237-4008,,,Corporate Documents,11/23/16,2017,214,Retail sales
7492270,04 - HIALEAH,7208922,1 STOP CAR CARE,1 STOP CAR CARE,"80 E 4 ST HIALEAH, FL 33010-4838 ",AUT,AUTO / TRUCK / VAN SERVICE,1 STOP CAR CARE,80 E 4 ST,,HIALEAH,FL,33010-4838,5,Active,Unpaid,,-- None --,-- None --,786-352-3597,,40-256591,"Social Security or Federal Employer ID #, TPP Project",10/1/15,2017,213,Service business/multiple service business or Passenger transportation services
7462563,30 - UNIN DADE COUNTY,7182039,1 STOP PRESSURE WASH INC C/O MORGAN APONTE JR PRES,1 STOP PRESSURE WASH INC,DOING BUSINESS IN DADE COUNTY   ,SER-CAR,SERVICE BUSINESS,1 STOP PRESSURE WASH INC C/O MORGAN APONTE JR PRES,5372 SW 132 TERR,,MIRAMAR,FL,33027,1,Active,Unpaid,,-- None --,-- None --,786-274-8155,,,-- None --,2/24/15,2017,213,Service business/multiple service business or Passenger transportation services
5604781,30 - UNIN DADE COUNTY,5367099,1 STOP SHOP INC,1 STOP SHOP INC,"16205 SW 117 AVE 14 MIAMI, FL 33177 ",SER-SNR,SERVICE BUSINESS,1 STOP SHOP INC CESAR MEDINA PRES,16205 SW 117 AVE 14,,MIAMI,FL,33177,5,Active,Paid In Full,9/15/16,-- None --,-- None --,305-238-0804,30-5030-018-0070,40-136310,-- None --,7/1/04,2017,213,Service business/multiple service business or Passenger transportation services
4341210,30 - UNIN DADE COUNTY,4157038,1 STOP STEAMERS INC,1 STOP STEAMERS INC,"OPERATING IN DADE COUNTY MIAMI, FL 33999 ",SER-CLM,SERVICE BUSINESS,1 STOP STEAMERS INC LESTER SOLORZANO,13524 SW 9 LANE,,MIAMI,FL,33184,1,Active,Paid In Full,9/16/16,-- None --,-- None --,305-226-0735,,,Mobile Business,10/1/99,2017,213,Service business/multiple service business or Passenger transportation services
6477418,30 - UNIN DADE COUNTY,6212781,1 STOP UPGRADES INC,1 STOP UPGRADES INC,DOING BUSINESS IN DADE COUNTY   ,BLDGS,SPECIALTY BUILDING CONTRACTOR,1 STOP UPGRADES INC MANUEL M BLANCO,17952 NW 87 CT,,HIALEAH,FL,33018,1,Active,Paid In Full,8/16/16,-- None --,-- None --,305-297-6557,,,Mobile Business,3/1/08,2017,196,Contracting
5527479,01 - MIAMI,6186951,1 STOP WIRELESS LLC,1 STOP WIRELESS LLC,"5401 NE 2 AVE MIAMI, FL 33137 ",RET-STR,RETAIL SALES,1 STOP WIRELESS LLC CHARLES LEMOINE,5401 NE 2 AVE,,MIAMI,FL,33137,1,Active,Paid In Full,7/9/16,-- None --,-- None --,305-754-4040,01-3218-027-0190,,-- None --,3/1/04,2017,214,Retail sales
7475870,30 - UNIN DADE COUNTY,7193828,1 TECH INC C/O ROLNADO PEREZ PRES,1 TECH INC,"OPERATING IN DADE COUNTY MIAMI, FL 33999 ",DLR-SAL,TANGIBLE PERSONAL PROP DLR,1 TECH INC C/O ROLNADO PEREZ PRES,1400 JEFFERSON DR,,FLORIDA CITY,FL,33034,1,Active,Unpaid,,-- None --,-- None --,786-282-4702,,,-- None --,11/10/15,2017,220,Dealer in tangible personal property
7450800,30 - UNIN DADE COUNTY,7171881,ERNEST DWAYNE ST ROSE,1 TOUCH SOLUTIONS CLEANING SERVICES,OPERATING IN DADE COUNTY   ,SER-CLM,SERVICE BUSINESS,ERNEST DWAYNE ST ROSE,950 NE 154 ST,,MIAMI,FL,33162,1,Active,Unpaid,,-- None --,-- None --,786-288-6519,,,Mobile Business,6/12/14,2017,213,Service business/multiple service business or Passenger transportation services
5013511,88 - COMMERCIAL LESSORS,4802899,1 WASHINGTON AVENUE CORP,1 WASHINGTON AVENUE CORP,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1 WASHINGTON AVENUE CORP THE NY RESTAURANT GROUP,260 FRANKLIN ST STE 1860,,BOSTON,MA,2111,20851,Active,Paid In Full,7/27/16,-- None --,-- None --,212-838-2061,02-4210-000-0042,,-- None --,5/1/02,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
6553664,30 - UNIN DADE COUNTY,6287890,1 WORKFORCE CORP,1 WORKFORCE CORP,"13727 SW 152 ST 382 MIAMI, FL 33177 ",SER-JAN,SERVICE BUSINESS,1 WORKFORCE CORP SHARON DIXON PRES,13727 SW 152 ST 382,,MIAMI,FL,33177,1,Active,Unpaid,,-- None --,-- None --,305-370-9385,30-5927-014-0010,,-- None --,8/1/08,2017,213,Service business/multiple service business or Passenger transportation services
7479367,30 - UNIN DADE COUNTY,7197034,1 WORLD LEARNING CENTER INC C/O ANTOINETTE PATTERSON PRES,1 WORLD LEARNING CENTER INC,"12901 NW 27 AVE MIAMI, FL 33167 ",CHI,CHILD DAY CARE FACILITY,1 WORLD LEARNING CENTER INC C/O ANTOINETTE PATTERSON PRES,12901 NW 27 AVE,,MIAMI,FL,33167,2,Active,Paid In Full,9/13/16,-- None --,-- None --,786-416-9940,30-2127-011-0700,,-- None --,8/24/14,2017,213,Service business/multiple service business or Passenger transportation services
7256662,10 - HOMESTEAD,6980982,1 WORLD SERVICES CORP,1 WORLD SERVICES CORP,"701 S HOMESTEAD BLVD HOMESTEAD, FL 33030 ",SER-MAN,SERVICE BUSINESS,1 WORLD SERVICES CORP RAUL A DELEON III PRES,701 S HOMESTEAD BLVD,,HOMESTEAD,FL,33030,1,Active,Unpaid,,-- None --,-- None --,954-000-0000,10-7918-000-0083,,"Enforcement, Home Business, Returned Mail",3/1/12,2017,213,Service business/multiple service business or Passenger transportation services
6182265,30 - UNIN DADE COUNTY,5926416,"1 ZANDERS PAINTING INC C/O FREY SALDARRIAGA, PRESIDENT",1 ZANDERS PAINTING INC,"14118 SW 167 TERR MIAMI, FL 33177 ",BLDGS,SPECIALTY BUILDING CONTRACTOR,"1 ZANDERS PAINTING INC C/O FREY SALDARRIAGA, PRESIDENT",14118 SW 167 TERR,,MIAMI,FL,33177,1,Active,Paid In Full,1/9/17,-- None --,-- None --,305-253-9305,30-5927-027-2490,,Home Business,11/1/06,2017,196,Contracting
7436703,02 - MIAMI BEACH,7159410,FAIRFIELD & CO LLC C/O ROBERT CRAWFORD MANAGER,1-888-WOW-1DAY! PAINTING,"35 W DILIDO DR MIAMI BEACH, FL 33139 ",BLDGS,SPECIALTY BUILDING CONTRACTOR,FAIRFIELD & CO LLC C/O ROBERT CRAWFORD MANAGER,35 W DILIDO DR,,MIAMI BEACH,FL,33139,2,Active,Unpaid,,-- None --,-- None --,305-333-1432,02-3232-011-1040,,"Home Business, Returned Mail",10/1/13,2017,196,Contracting
2487452,06 - NORTH MIAMI,2367639,JOSE LEIVA JOSE,1.49 SUPER SUB SHOP,"13041 W DIXIE HWY NORTH MIAMI, FL 33161 ",EAT,EATING ESTABLISHMENT,JOSE LEIVA JOSE,13041 W DIXIE HWY,,N MIAMI,FL,33161,1,Active,Paid In Full,9/7/16,-- None --,-- None --,305-891-3414,06-2229-050-0010,,-- None --,1/1/91,2017,195,Eating establishments or Catering businesses
6791868,04 - HIALEAH,6521513,1/2 PRICE MATTRESS XI INC,1/2 PRICE MATTRESS XI,"3520 W 18 AVE 145 HIALEAH, FL 33012 ",RET-STR,RETAIL SALES,1/2 PRICE MATTRESS XI INC CALEB TABRAU PRES,3520 W 18 AVE 145,,HIALEAH,FL,33012,1,Active,Paid In Full,8/22/16,-- None --,-- None --,305-362-0550,04-3011-035-0010,,-- None --,10/1/09,2017,214,Retail sales
7433745,35 - DORAL,7156878,10 APRIL LLC C/O PEDRO IZAGUIRRE,10 APRIL LLC,"4420 NW 107 AVE #205 DORAL, FL 33178 ",DLR-TAN,TANGIBLE PERSONAL PROP DLR,10 APRIL LLC C/O PEDRO IZAGUIRRE,4420 NW 107 AVE #205,,DORAL,FL,33178,1,Active,Unpaid,,-- None --,-- None --,305-579-1479,,,-- None --,6/19/13,2017,220,Dealer in tangible personal property
4929882,88 - COMMERCIAL LESSORS,4721115,10 SE 4 RD CORP,10 SE 4 RD CORP,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,10 SE 4 RD CORP LARKIN JEREMY S PRES,9655 S DIXIE HWY #300,,MIAMI,FL,33156,12687,Active,Paid In Full,7/22/16,-- None --,-- None --,305-938-4000,10-7918-008-1890,,-- None --,4/1/02,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7500505,30 - UNIN DADE COUNTY,7216379,10-4 DIESEL MOBILE TRUCK REPAIRS LLC C/O SMALL SWAIN PRES,10-4 DIESEL MOBILE TRUCK REPAIRS LLC,DOING BUSINESS IN DADE COUNTY,AUT,AUTO / TRUCK / VAN SERVICE,10-4 DIESEL MOBILE TRUCK REPAIRS LLC C/O SMALL SWAIN PRES,5736 TYLER ST,,HOLLYWOOD,FL,33021,2,Active,Paid In Full,1/3/17,-- None --,-- None --,,,,-- None --,1/3/17,2017,213,Service business/multiple service business or Passenger transportation services
7483253,22 - MEDLEY,7200612,10-4 GLOBAL DISTRIBUTING INC C/O FRANKLIN FORTE PRES,10-4 GLOBAL DISTRIBUTING INC,"11205 NW 131 ST MEDLEY, FL 33178 ",DLR-WHO,TANGIBLE PERSONAL PROP DLR,10-4 GLOBAL DISTRIBUTING INC C/O FRANKLIN FORTE PRES,11205 NW 131 ST,,MEDLEY,FL,33178,3,Active,Paid In Full,7/15/16,-- None --,-- None --,,,,-- None --,4/25/16,2017,220,Dealer in tangible personal property
798711,01 - MIAMI,798711,INNOVATIVE PROPERTY MGT INC,100 APTS & ROOMING HOUSE,"102 NW 14 ST MIAMI, FL 33136 ",APT,APARTMENTS,INNOVATIVE PROPERTY MGT INC L STARKE,3340 SW 32 AVE,,MIAMI,FL,33133,18,Active,Paid In Full,7/18/16,-- None --,-- None --,305-751-6232,01-3136-009-0430,,-- None --,8/24/88,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7453864,01 - MIAMI,7174546,100 FIRES CIGARS AT MARLINS PARK INC ATTN: FRANK MARTINEZ PA,100 FIRES CIGARS @ MARLINS STADIUM,"501 MARLINS WAY MIAMI, FL 33125 ",RET-STR,RETAIL SALES,100 FIRES CIGARS AT MARLINS PARK INC ATTN: FRANK MARTINEZ PA,P.O. BOX 371303,,MIAMI,FL,33137,3,Active,Paid In Full,7/13/16,-- None --,-- None --,,,,-- None --,3/31/14,2017,214,Retail sales
7130719,01 - MIAMI,6856117,100 M HOLDING INC,100 M FRANCHISE LLC,"3250 NE 1 AVE 321 MIAMI, FL 33137 ",FIN-FLM,FINANCE/INVESTMENT/HOLDING CO,100 M HOLDING INC CARLOS PEREZ TENORIO PRES,3250 NE 1 AVE 321,,MIAMI,FL,33137,,Active,Unpaid,,-- None --,-- None --,305-503-3833,01-3125-078-0040,,"Enforcement, Returned Mail",8/1/11,2017,218,Dealer in intangible personal property
7469045,01 - MIAMI,7187985,100 M FRANCHISE LLC C/O IGNACIO GARCIA,100 M FRANCHISE LLC,"1201 BRICKELL AVE 210 MIAMI, FL 33131 ",SER-BIL,SERVICE BUSINESS,100 M FRANCHISE LLC C/O IGNACIO GARCIA,1201 BRICKELL AVE 210,,MIAMI,FL,33131,1,Active,Paid In Full,8/11/16,-- None --,-- None --,,,,-- None --,7/13/15,2017,213,Service business/multiple service business or Passenger transportation services
6016661,14 - SURFSIDE,5770012,100 MARKETERS LLC,100 MARKETERS LLC,"260 95 ST 201 SURFSIDE, FL 33154 ",SER-GRA,SERVICE BUSINESS,100 MARKETERS LLC DAVID HERMAN  MANAGER,260 95 ST  #201,,SURFSIDE,FL,33154,1,Active,Unpaid,,-- None --,-- None --,786-264-1767,14-2235-007-0520,,-- None --,4/1/06,2017,213,Service business/multiple service business or Passenger transportation services
7078777,01 - MIAMI,6805155,MONTI INTERNATIONAL LLC,100 MONTADITOS,"3252 NE 1 AVE 104 MIAMI, FL 33137 ",EAT,EATING ESTABLISHMENT,MONTI INTERNATIONAL LLC ROBERTO PAPPATERRA MGR,3252 NE 1 AVE 104,,MIAMI,FL,33137,52,Active,Paid In Full,8/4/16,-- None --,-- None --,305-491-0774,01-0106-030-1010,,-- None --,4/1/11,2017,195,Eating establishments or Catering businesses
7407752,02 - MIAMI BEACH,7130628,LINCLON OPERATOR LLC C/O MIKE GRIMES MGR,100 MONTADITOS,"551 LINCOLN RD MIAMI BEACH, FL 33139 ",EAT,EATING ESTABLISHMENT,LINCLON OPERATOR LLC C/O MIKE GRIMES MGR,551 LINCOLN RD,,MIAMI,FL,33139,150,Active,Unpaid,,-- None --,-- None --,305-989-9028,,,Returned Mail,4/1/13,2017,195,Eating establishments or Catering businesses
7458922,30 - UNIN DADE COUNTY,7178733,DACC FOOD SERVICES LLC C/O DANIEL ALONSO,100 MONTADITOS,"13440 SW 120 ST STE 608 MIAMI, FL 33186 ",EAT,EATING ESTABLISHMENT,DACC FOOD SERVICES LLC C/O DANIEL ALONSO,13440 SW 120 ST STE 608,,MIAMI,FL,33186,81,Active,Unpaid,,-- None --,-- None --,305-343-3835,,,-- None --,11/26/14,2017,195,Eating establishments or Catering businesses
7462506,03 - CORAL GABLES,7181987,100M OPERATOR LLC C/O FRANCISCO J CERNUDA,100 MONTADITOS,"230 MIRACLE MILE CORAL GABLES, FL 33134 ",EAT,EATING ESTABLISHMENT,100M OPERATOR LLC C/O FRANCISCO J CERNUDA,1201 BRICKELL AVE STE 201,,MIAMI,FL,33131,68,Active,Unpaid,,-- None --,-- None --,305-915-1270,,,Returned Mail,2/23/15,2017,195,Eating establishments or Catering businesses
7462507,30 - UNIN DADE COUNTY,7181988,"100M KENDALL, LLC C/O FRANCISCO J CERNUDA",100 MONTADITOS,"10501 SW 88 ST A101 MIAMI, FL 33176 ",EAT,EATING ESTABLISHMENT,"100M KENDALL, LLC C/O FRANCISCO J CERNUDA",10501 SW 88 ST A101,,MIAMI,FL,33176,90,Active,Unpaid,,-- None --,-- None --,786-301-7298,,,Returned Mail,2/23/15,2017,195,Eating establishments or Catering businesses
5188669,88 - COMMERCIAL LESSORS,4969235,100 NORTHEAST 15 STREET LLC,100 NORTHEAST 15 STREET LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,100 NORTHEAST 15 STREET LLC ADAM BASS MANAGER,100 NE 15 ST #212,,HOMESTEAD,FL,33030,7797,Active,Paid In Full,9/28/16,-- None --,-- None --,305-000-0000,10-7907-034-0040,,-- None --,4/1/02,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
5033550,88 - COMMERCIAL LESSORS,4822202,100 NWT FEE OWNER LLC,100 NWT FEE OWNER LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,100 NWT FEE OWNER LLC,333 SOUTH MIAMI AVE #150,,MIAMI,FL,33132,472090,Active,Paid In Full,8/15/16,-- None --,-- None --,305-374-5455,01-0110-020-2010,,-- None --,5/1/02,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
6333074,04 - HIALEAH,6071070,100 PALO DE ORO DRIVE LLC,100 PALO DE ORO DRIVE LLC,"7701 W 26 AVE 6 HIALEAH, FL 33016 ",SER-SNR,SERVICE BUSINESS,100 PALO DE ORO DRIVE LLC VIRGILIA CORCES,11801 SW 90 ST #201,,MIAMI,FL,33186,3,Active,Paid In Full,7/21/16,-- None --,-- None --,305-803-7632,04-2027-096-0150,,-- None --,9/1/07,2017,213,Service business/multiple service business or Passenger transportation services
832379,04 - HIALEAH,4787959,100 WEST LLC,100 WEST LLC,"100 W 26 ST HIALEAH, FL 33010 ",APT,APARTMENTS,100 WEST LLC RICHARD VEGA,17931 SW 27 ST,,MIRAMAR,FL,33029,10,Active,Paid In Full,9/9/16,-- None --,-- None --,954-614-9952,04-3107-006-1630,,-- None --,4/29/02,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7027907,12 - BAL HARBOUR,6754478,100% CAPRI LLC,100% CAPRI LLC,"9700 COLLINS AVE 218 BAL HARBOUR, FL 33154 ",RET-STR,RETAIL SALES,100% CAPRI LLC ANTONIO AIELLO MGR,9700 COLLINS AVE #218,,BAL HARBOUR,FL,33154,7,Active,Unpaid,,-- None --,-- None --,305-866-4117,12-2226-006-0060,,-- None --,10/1/09,2017,214,Retail sales
6508882,24 - VILLAGE OF KEY BISCAYNE,6244347,100% KEY BISCAYNE LLC,100% NATURAL,"180 CRANDON BLVD 101 VILLAGE OF KEY BISCAYNE, FL 33149 ",EAT,EATING ESTABLISHMENT,100% KEY BISCAYNE LLC DIEGO ALEMAN,180 CRANDON BLVD 101,,KEY BISCAYNE,FL,33149,7,Active,Paid In Full,9/21/16,-- None --,-- None --,305-365-0485,24-4232-002-0080,,-- None --,5/1/08,2017,195,Eating establishments or Catering businesses
4960986,88 - COMMERCIAL LESSORS,4751575,1000 BISCAYNE TOWER LLC C/O HARRIS FRIEDMAN MGR,1000 BISCAYNE TOWER LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1000 BISCAYNE TOWER LLC C/O HARRIS FRIEDMAN MGR,425 N FEDERAL HWY,,HALLANDALE,FL,33009,2590,Active,Paid In Full,7/21/16,-- None --,-- None --,,01-0102-000-1050,,-- None --,4/1/02,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4949336,88 - COMMERCIAL LESSORS,4740156,1000 BISCAYNE TOWER LLC C/O HARRIS FRIEDMAN MGR,1000 BISCAYNE TOWER LLC,MUNICIPALITIES LOC   ,LES,COMMERCL/INDUST/OFFICE SPACE,1000 BISCAYNE TOWER LLC C/O HARRIS FRIEDMAN MGR,425 N FEDERAL HIGHWAY,,HALLANDALE BEACH,FL,33009,7000,Active,Paid In Full,7/21/16,-- None --,-- None --,,01-0102-000-1060,,-- None --,4/1/02,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7478269,88 - COMMERCIAL LESSORS,7196005,1000 E 15 ST LLC C/O JSS FAMILY TRUST,1000 E 15 ST LLC,MUNICIPALITIES LOC   ,LES,COMMERCL/INDUST/OFFICE SPACE,1000 E 15 ST LLC C/O JSS FAMILY TRUST,1420 OCEAN WAY #12A,,JUPITER,FL,33477,7360,Active,Unpaid,,-- None --,-- None --,,04-3117-016-0300,,-- None --,3/4/14,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
6732516,02 - MIAMI BEACH,6463764,1000 FIFTH STREET CORP,1000 FIFTH STREET CORP,"1000 5 ST MIAMI BEACH, FL 33139 ",SER-MAN,SERVICE BUSINESS,1000 FIFTH STREET CORP CLALUDI ZICHY THYSSEN  PRES,1000 5 ST,,MIAMI BEACH,FL,33139,1,Active,Paid In Full,7/25/16,-- None --,-- None --,305-674-1891,02-4203-009-7900,,-- None --,6/1/09,2017,213,Service business/multiple service business or Passenger transportation services
4918299,88 - COMMERCIAL LESSORS,4709672,BENJAMIN BRODY,1000 LINCOLN ROAD LLC BENJAMIN BRODY PRES,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,BENJAMIN BRODY,1000 LINCOLN RD # 210,,MIAMI BEACH,FL,33139,4910,Active,Paid In Full,7/14/16,-- None --,-- None --,305-532-1918,02-3234-002-0080,,-- None --,4/1/02,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
6020671,30 - UNIN DADE COUNTY,5774006,"1000 PLACES ENTERPRISES LLC C/O RAMON ALVAREZ, MGR",1000 PLACES ENTERPRISES LLC,"9400 SW 120 AVE MIAMI, FL 33186 ",REF,REAL ESTATE FIRM,"1000 PLACES ENTERPRISES LLC C/O RAMON ALVAREZ, MGR",9400 SW 120 AVE,,MIAMI,FL,33186,1,Active,Paid In Full,8/3/16,-- None --,-- None --,305-232-2650,30-5901-010-0320,,Home Business,4/1/06,2017,212,"Professions, professional associations"
5224886,88 - COMMERCIAL LESSORS,5003801,10001 LLC  NANCY COLLINS WARE REV LIVING TRUST,10001 LLC,MUNICIPALITIES LOC   ,LES,COMMERCL/INDUST/OFFICE SPACE,10001 LLC  NANCY COLLINS WARE REV LIVING TRUST,7279 SW 146 ST,,PALMETTO BAY,FL,33158,8081,Active,Paid In Full,7/19/16,-- None --,-- None --,,20-5002-008-0030,,-- None --,4/1/02,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7471529,88 - COMMERCIAL LESSORS,7190110,1001 1005 SW 27TH AVE LLC,1001 1005 SW 27TH AVE LLC,MUNICIPALITIES LOC   ,LES,COMMERCL/INDUST/OFFICE SPACE,1001 1005 SW 27TH AVE LLC,PO BOX 430827,,MIAMI,FL,33243,5985,Active,Paid In Full,8/29/16,-- None --,-- None --,,01-4110-009-0390,,-- None --,9/10/15,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4962594,88 - COMMERCIAL LESSORS,4753175,10045 SO DIXIE HWY ASSOCIATES,10045 SO DIXIE HWY ASSOCIATES,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,10045 SO DIXIE HWY ASSOCIATES ATTN  DARLENE,6810 N STATE RD 7,,COCONUT CREEK,FL,33073,10663,Active,Paid In Full,9/29/16,-- None --,-- None --,561-994-8111,20-5002-008-0040,,-- None --,4/1/02,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
814989,02 - MIAMI BEACH,5542502,1005 PENN LLC,1005 PENN LLC,"1001 PENNSYLVANIA AVE MIAMI BEACH, FL 33139 ",APT,APARTMENTS,1005 PENN LLC BEACH RENTALS/LANCE STEYLER,1330 COLLINS AVE STE #1,,MIAMI BEACH,FL,33139,25,Active,Paid In Full,8/1/16,-- None --,-- None --,305-528-8000,02-4203-009-0300,,-- None --,4/20/05,2017,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
