Year,Business Name,Owner Name,Business Address,Business Phone,Account Status,Business Start Date,Business Type,Category Code,Category Name,Class Code,Class Name,Business Description
2012,COMMUNITY BANK OF BROWARD,BRUCE KEIR PRESIDENT & CEO,"1991 STIRLING RD DANIA, FL 33004 USA",954-342-8686,Active,1/8/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,COMMUNITY BANK OF BROWARD,BRUCE M KEIR/PRES/CEO,"3111 UNIVERSITY DR 101 POMPANO BEACH, FL 33065 USA",954-346-0443,Active,3/10/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,COMMUNITY BANK OF BROWARD,STEPHEN D GOLDSTEIN,"1504 WESTON RD FORT LAUDERDALE, FL 33326 USA",954-888-9989,Active,5/28/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,COMMUNITY BANK OF BROWARD,BRUCE KEIR,"929 E HALLANDALE BCH BLVD HALLANDALE, FL 33009 USA",954-455-2882,Active,7/31/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,COMMUNITY BANK OF BROWARD,BRUCE KEIR,"10310 GRIFFIN RD FORT LAUDERDALE, FL 33328 USA",954-434-1111,Active,5/1/04,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,COMMUNITY BANK OF BROWARD,BRUCE KEIR,"4600 HOLLYWOOD BLVD HOLLYWOOD, FL 33021 USA",954-983-7771,Active,7/31/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,COMMUNITY BANK OF BROWARD,PORTER JONNINE,"510 N PINE ISLAND RD FORT LAUDERDALE, FL 33324 USA",954-915-2265,Active,2/23/07,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,DESJARDINS BANK NA,DESJARDINS BANK NA,"1001 E HALLANDALE BCH BLVD HALLANDALE, FL 33009 USA",954-454-1001,Active,4/3/92,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,DESJARDINS BANK NA,DESJARDINS BANK NA,"2741 E ATLANTIC BLVD POMPANO BEACH, FL 33062 USA",954-785-7110,Active,8/2/01,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,DESJARDINS BANK NA,DESJARDINS BANK NA,"7329 W OAKLAND PARK FORT LAUDERDALE, FL 33319 USA",954-454-1001,Active,4/6/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,EVERBANK,EVERBANK,"200 SW 1ST AVENUE, SUITE 1700 FT LAUDERDALE, FL 33301-2074 USA",,Active,10/1/07,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,EVERBANK,EVERBANK,"2521 EAST COMMERCIAL BLVD FT LAUDERDALE, FL 33308-4102 USA",,Active,10/1/07,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,FIFTH THIRD BANK,FIFTH THIRD BANK,"199 N UNIVERSITY DR HOLLYWOOD, FL 33024 USA",,Active,6/13/08,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,FIFTH THIRD BANK FLORIDA,FIFTH THIRD BANK / ATTN L WHEATO,"600 S ANDREWS AVE 100 FORT LAUDERDALE, FL 33301 USA",954-468-1466,Active,10/24/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,FIRST BANK FLORIDA,MARIA GARCIA,"7220 W ATLANTIC BLVD POMPANO BEACH, FL 33063 USA",305-740-9522,Active,1/1/92,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,FIRST UNITED BANK,FIRST UNITED BANK,"5854 S FLAMINGO RD FORT LAUDERDALE, FL 33330 USA",434-7600,Active,1/2/87,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,FLORIDA SHORES BANK SOUTHEAST,STEVEN D HICKMAN,"400 N FEDERAL HWY POMPANO BEACH, FL 33062 USA",954-876-2300,Active,12/8/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,GREAT FLORIDA BANK,GREAT FLORIDA BANK,"1142 WESTON RD FORT LAUDERDALE, FL 33326 USA",305-514-6903,Active,1/1/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,GREAT FLORIDA BANK,GREAT FLORIDA BANK,"1709 HALLANDALE BCH BLVD HALLANDALE, FL 33009 USA",305-514-6903,Active,9/1/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,GREAT FLORIDA BANK,GREAT FLORIDA BANK,"8743 STIRLING RD FORT LAUDERDALE, FL 33328 USA",305-514-6903,Active,2/1/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,GREAT FLORIDA BANK,MASOOD GHOMESHI,"3456 W HILLSBORO BLVD DEERFIELD BEACH, FL 33442 USA",305-514-6903,Active,5/16/07,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,GREAT FLORIDA BANK,MASOOD GHOMESHI,"1501 SE 17 ST 5 FORT LAUDERDALE, FL 33316 USA",305-514-6900,Active,7/20/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,HOME FEDERAL BANK OF HOLLYWOOD,HOMEBANC GROUP INC,"900 N FEDERAL HWY HALLANDALE, FL 33009 USA",954-458-2626,Active,9/8/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,HSBC BANK USA NATIONAL ASSOCIATION,HSBC BANK USA INC,"1291 S POMPANO PKWY POMPANO BEACH, FL 33060 USA",954-979-5040,Active,10/8/82,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,HSBC BANK USA NATIONAL ASSOCIATION,HSBC BANK USA INC,"1600 SE 17 ST CSWY STE 100 FT LAUDERDALE, FL 33316 ",,Active,3/16/87,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,HSBC BANK USA NATIONAL ASSOCIATION,HSBC BANK USA INC,"301 N FEDERAL HWY POMPANO BEACH, FL 33069 USA",,Active,12/12/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,HSBC BANK USA NATIONAL ASSOCIATION,HSBC BANK USA NATIONAL ASSOCIATION,"350 E LAS OLAS BLVD FORT LAUDERDALE, FL 33301 ",,Active,9/26/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,IBERIABANK,IBERIABANK,"1201 S ANDREWS AVE FT LAUDERDALE, FL 33316 ",,Active,7/19/10,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JP MORGAN CHASE BANK N A,JP MORGAN CHASE BANK  N A,"8264 WILES RD CORAL SRINGS, FL 33067 ",954 341 0575,Active,2/22/12,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JP MORGAN CHASE BANK N.A.,JP MORGAN CHASE BANK N.A.,"8351 NW 88 AVE TAMARAC, FL 33321 USA",954 720-1842,Active,9/19/11,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JP MORGAN CHASE BANK NA,JP MORGAN CHASE BANK NA,"5055 N DIXIE HWY FORT LAUDERDALE, FL 33334 ",954-426-2101,Active,9/25/08,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JP MORGAN CHASE BANK NA,JP MORGAN CHASE BANK NA,"9999 MIRAMAR PKWY MIRAMAR, FL 33025 USA",954-443-0391,Active,10/7/11,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JP MORGAN CHASE BANK NA,JP MORGAN CHASE BANK NA,"1800 N FEDERAL HWY FORT LAUDERDALE, FL 33305 ",,Active,10/12/11,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JP MORGAN CHASE BANK NA,JP MORGAN CHASE BANK NA,"10195 CLEARY BLVD PLANTATION, FL 33324 ",,Active,10/12/11,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JP MORGAN CHASE BANK NA,JP MORGAN CHASE BANK NA,"943 SE 15 ST POMPANO BEACH, FL 33060 USA",,Active,11/29/11,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JP MORGAN CHASE BANK NA,JP MORGAN CHASE BANK NA,"14916 PINES BLVD PEMBROKE PINES, FL 33027 ",,Active,3/23/12,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JP MORGAN CHASE BANK NA,JP MORGAN CHASE BANK NA,"1799 BELL TOWER LN WESTON, FL 33326 ",,Active,4/2/12,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JP MORGAN CHASE BANK NA,JP MORGAN CHASE BANK NA,"6399 W COMMERCIAL BLVD TAMARAC, FL 33319 USA",954-724-0737,Active,7/23/12,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"300 E DANIA BCH BLVD DANIA, FL 33004 USA",954-925-0007,Active,8/28/81,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"5545 SHERIDAN ST HOLLYWOOD, FL 33021 USA",954-961-4477,Active,9/4/84,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"1040 WESTON RD WESTON, FL 33326 USA",389-4554,Active,1/4/85,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"4809 COCONUT CRK PKWY COCONUT CREEK, FL 33063 USA",954-978-3441,Active,7/27/87,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"2401 E ATLANTIC BLVD POMPANO BEACH, FL 33071 USA",954-941-5700,Active,12/20/85,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"3300 N UNIVERSITY DR SUNRISE, FL 33351 USA",954-572-7666,Active,7/24/89,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"1100 E HILLSBORO BLVD DEERFIELD BEACH, FL 33441 USA",954-428-8522,Active,10/1/91,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"8975 ATLANTIC BLVD CORAL SPRINGS, FL 33071 USA",954-755-8992,Active,11/18/92,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"12590 W SUNRISE BLVD SUNRISE, FL 33323 USA",954-845-0150,Active,5/1/96,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"4820 W OAKLAND PK BLVD LAUDERDALE LAKES, FL 33301 USA",954-485-1060,Active,12/10/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"6860 MIRAMAR PKWY MIRAMAR, FL 33023 USA",954-962-0070,Active,12/10/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,THOMAS PIRZL,"18475 PINES BLVD HOLLYWOOD, FL 33029 USA",954-443-4678,Active,12/21/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"790 E BROWARD BLVD FORT LAUDERDALE, FL 33301 USA",954-523-8122,Active,8/9/99,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA,"1701 E YOUNG CIR HOLLYWOOD, FL 33020 USA",954-923-5428,Active,7/1/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"15651 SHERIDAN ST DAVIE, FL 33331 USA",,Active,12/8/04,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"2285 N FEDERAL HWY POMPANO BEACH, FL 33060 USA",,Active,11/7/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"4223 HOLLYWOOD BLVD HOLLYWOOD, FL 33021 USA",,Active,6/1/08,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA ATTN HELEN LINES,"6500 N STATE RD 7 COCONUT CREEK, FL 33073 ",,Active,10/1/09,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA,"10585 WILES ROAD CORAL SPRINGS, FL 33076 USA",312-732-6513,Active,9/25/08,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,JPMORGAN CHASE BANK NA,JPMORGAN CHASE BANK NA,"710 N UNIVERSITY DR PEMBROKE PINES, FL 33024 ",954-447-9395,Active,9/10/12,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,LEGACY BANK OF FLORIDA,BRADLEY R MEREDITH,"12 SE 7 ST 100 FORT LAUDERDALE, FL 33301 USA",954-763-5550,Active,5/15/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,LEGACY BANK OF FLORIDA,DENNIS G BEDLEY,"6825 POWERLINE RD FORT LAUDERDALE, FL 33309 USA",561-544-8400,Active,1/8/08,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,MERCANTIL COMMERCEBANK NA MERCANTIL COMMERCEBANK,HOLDING COMPANY,"8017 N UNIVERSITY DR POMPANO BEACH, FL 33067 USA",954-282-5004,Active,6/10/09,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,NATBANK,NATBANK,"4031 OAKWOOD BLVD HOLLYWOOD, FL 33020 USA",954-922-9992,Active,1/1/96,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,NATBANK,NATBANK,"1231 S FEDERAL HWY POMPANO BEACH, FL 33062 USA",954-781-4005,Active,1/1/96,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,NORTHERN TRUST BANK OF FLORIDA,NORTHERN TRUST BANK OF FLORIDA,"1100 E LAS OLAS BLVD FORT LAUDERDALE, FL 33301 USA",954-527-3913,Active,7/16/93,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,OCEAN BANK,OCEAN BANK,"200 NE 3 AVE FORT LAUDERDALE, FL 33301 USA",954-519-0460,Active,7/27/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,OCEAN BANK,JOSE A CONCEPCION/PRES & CEO,"6775 TAFT ST HOLLYWOOD, FL 33024 USA",954-983-1193,Active,2/1/99,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,OCEAN BANK,JOSE A CONCEPCION/PRES & CEO,"2581 N HIATUS RD HOLLYWOOD, FL 33026 USA",954-447-0331,Active,2/1/99,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,OCEAN BANK WESTON BRANCH,OCEAN BANK WESTON BRANCH,"2700 S COMMERCE PKWY 100 FORT LAUDERDALE, FL 33331 USA",954-384-2944,Active,5/20/02,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,ONEUNITED BANK,ONEUNITED BANK,"2412 N STATE RD 7 FORT LAUDERDALE, FL 33313 USA",305-739-3400,Active,9/13/04,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,OPTIMUM HOLDINGS INC,RICHARD L BROWDY,"2477 E COMMERCIAL BLVD FORT LAUDERDALE, FL 33308 USA",954-776-2332,Active,10/1/04,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,OPTIMUMBANK,RICHARD L BROWDY/PRES,"2215 W HILLSBORO BLVD DEERFIELD BEACH, FL 33442 USA",954-452-9501,Active,1/2/04,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,OPTIUMUM BANK COM,RICHARD L BROWDY,"10197 CLEARY BLVD FORT LAUDERDALE, FL 33324 USA",954-452-9501,Active,11/1/00,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,P N C BANK NA,P N C BANK NA,"4560 LYONS RD POMPANO BEACH, FL 33073 USA",954-971-1021,Active,12/27/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,P N C BANK NA,P N C BANK NA,"651 S W 6 ST POMPANO BEACH, FL 33060 USA",561-803-9942,Active,1/9/12,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,PARADISE BANK,GAVIN DENNIS,"540 N FEDERAL HWY FT LAUDERDALE, FL 33301 ",,Active,4/3/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,PNC BANK N.A.,ANTONIO BERNAT,"6550 N. FEDERAL HWY FT LAUDERDALE, FL 33308 ",,Active,3/8/11,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,PNC BANK N.A.,PNC BANK N.A.,"1051 E HILLSBORO BLVD DEERFIELD BCH, FL 33441 ",561 803 9942,Active,9/19/11,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,PNC BANK N.A.,PNC BANK N.A.,"2561 N UNIVERSITY DR CORAL SPRINGS, FL 33065 ",561-803-9942,Active,1/25/12,Corporation,403,BANKS,40,MISCELLANEOUS,BANKS
2012,PNC BANK N.A.,PNC BANK N.A.,"6990 N STATE ROAD 7 COCONUT CREEK, FL 33073 ",561-803-9942,Active,1/17/12,Corporation,403,BANKS,40,MISCELLANEOUS,BANKS
2012,PNC BANK NA,PNC BANK NA,"200 E BROWARD BLVD FORT LAUDERDALE, FL 33301 USA",954-764-8829,Active,3/13/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,PNC BANK NA,PNC BANK NA,"6899 N UNIVERSITY DR FORT LAUDERDALE, FL 33321 USA",,Active,12/8/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,PNC BANK NA,PNC BANK NA,"8901 W ATLANTIC BLVD POMPANO BEACH, FL 33071 USA",,Active,12/19/08,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,PNC BANK NA,PNC BANK NA,"289 POMPANO PKWY POMPANO BEACH, FL 33069 USA",954-935-2280,Active,3/9/09,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,PNC BANK NA,PNC BANK N.A.,"16250 INDIAN TRACE RD WESTON, FL 33326 ",561-803-9942,Active,1/30/12,Corporation,403,BANKS,40,MISCELLANEOUS,BANKS
2012,PNC BANK NA,"PNC BANK NA (PROPERTY MANAGER, CLAUDIO BORIMONOFF)","14495 MIRAMAR PKWY MIRAMAR, FL 33027 U.S.A.",561-803-9790,Active,9/27/12,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,RBC CENTURA BANK,SCOTT M CUSTER,"4499 WESTON RD FORT LAUDERDALE, FL 33331 USA",,Active,8/28/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,REGENT BANK,REGENT BANK,"2205 S UNIVERSITY DR FORT LAUDERDALE, FL 33324 USA",474-5000,Active,7/11/86,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,REGENT BANK,CYRIL S SPIRO,"1100 SE 3 AVE FORT LAUDERDALE, FL 33316 USA",954-474-5000,Active,7/24/97,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,REGENT BANK,RENEE SASS,"1540 S FEDERAL HWY POMPANO BEACH, FL 33062 USA",954-545-7700,Active,9/19/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,REGIONS BANK,REGIONS BANK PROPERTY TAX DEPT,"2425 UNIVERSITY DR POMPANO BEACH, FL 33065 USA",954-753-1276,Active,8/20/84,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,REGIONS BANK,REGIONS BANK PROPERTY TAX DEPT,"1799 W OAKLAND PK BLVD FORT LAUDERDALE, FL 33311 USA",954-485-1600,Active,9/4/84,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,REGIONS BANK,REGIONS BANK PROPERTY TAX DEPT,"225 S FEDERAL HWY DEERFIELD BEACH, FL 33441 USA",954-428-3000,Active,5/1/92,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,REGIONS BANK,REGIONS BANK PROPERTY TAX DEPT,"400 N PINE ISLAND RD PLANTATION, FL 33324 USA",954-475-4552,Active,1/1/94,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,REGIONS BANK,REGIONS BANK PROPERTY TAX DEPT,"8337 W SUNRISE BLVD FORT LAUDERDALE, FL 33322 USA",954-424-9369,Active,10/1/94,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,REGIONS BANK,REGIONS BANK PROPERTY TAX DEPT,"7118 N UNIVERSITY DR FORT LAUDERDALE, FL 33321 USA",,Active,4/4/96,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,REGIONS BANK,REGIONS BANK PROPERTY TAX DEPT,"1501 BONAVENTURE BLVD FORT LAUDERDALE, FL 33326 USA",954-217-0693,Active,11/3/03,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,REGIONS BANK,REGIONS BANK PROPERTY TAX DEPT,"1200 E LAS OLAS BLVD 102 FORT LAUDERDALE, FL 33301 USA",,Active,2/22/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,REGIONS BANK,REGIONS BANK PROPERTY TAX DEPT,"9100 GRIFFIN RD COOPER CITY, FL 33328 USA",954-434-5111,Active,7/27/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,REGIONS BANK ATTN PROPERTY TX DPT,REGIONS BANK,"2660 E COMMERCIAL BLVD FORT LAUDERDALE, FL 33308 USA",,Active,2/15/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SABADELL UNITED BANK NA,SABADELL UNITED BANK NA,"110 SE 6 ST FORT LAUDERDALE, FL 33301 USA",305-522-7979,Active,4/3/95,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SABADELL UNITED BANK NA,SABADELL UNITED BANK NA,"150 PINE ISLAND RD 100 PLANTATION, FL 33324-7807 USA",954-476-7090,Active,12/29/99,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SEACOAST MARINE FINANCE FIRST NATIONAL BANK & TRUST,FIRST NATIONAL BANK & TRUST OF THE TREASURE COAST,"1800 SE 10 AVE 315 FORT LAUDERDALE, FL 33316 USA",954-630-3430,Active,1/31/00,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SEASIDE NATIONAL BANK & TRUST,GIDEON T HAYMAKER,"450 E LOS OLAS BLVD 150 FORT LAUDERDALE, FL 33301 USA",,Active,11/29/08,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SPACE COAST CREDIT UNION,"DOUG SAMUELS , CEO","11505 W SAMPLE RD CORAL SPRINGS, FL 33065 ",954 704 5476,Active,11/21/11,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,STONEGATE BANK,DAVE SELESKI,"1430 N FEDERAL HWY FORT LAUDERDALE, FL 33304 USA",954-315-5500,Active,9/27/05,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUN TRUST BANK,"SUNTRUST BANKS, INC","4475 S FLAMINGO RD FORT LAUDERDALE, FL 33330 USA",,Active,5/24/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUN TRUST BANK,SUN TRUST BANKS INC,"9501 WILES RD CORAL SPRINGS, FL 33076 ",954-344-0113,Active,7/1/86,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUN TRUST BANK,"SUNTRUST BANKS, INC","1601 S FEDERAL HWY FORT LAUDERDALE, FL 33316 ",954-764-2728,Active,12/1/77,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUN TRUST BANK - WESTON BRANCH,SUN TRUST BANKS INC FSU-AP,"1200 WESTON RD WESTON, FL 33326 ",954-385-7102,Active,9/1/86,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","3800 N FEDERAL HWY POMPANO BEACH, FL 33064 USA",,Active,5/24/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","15701 PINES BLVD PEMBROKE PINES, FL 33028 USA",954-765-7191,Active,11/30/06,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"601 W BROWARD BLVD FORT LAUDERDALE, FL 33312 ",954-713-1492,Active,7/1/81,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","221 COMMERCIAL BLVD LAUDERDALE BY THE SEA, FL 33308 ",954-938-7880,Active,10/1/80,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"1900 E HALLANDALE BEACH BLVD HALLANDALE, FL 33009 ",954-455-2321,Active,1/1/84,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","3530 N OCEAN BLVD FORT LAUDERDALE, FL 33308 ",954-390-6081,Active,1/1/99,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"4480 WESTON RD DAVIE, FL 33331 ",954-385-2700,Active,9/15/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","2626 E OAKLAND PARK BLVD FORT LAUDERDALE, FL 33306 ",954-396-6000,Active,7/1/78,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"7879 W COMMERCIAL BLVD TAMARAC, FL 33351 ",954-721-2206,Active,12/1/79,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"8200 W BROWARD BLVD PLANTATION, FL 33324 ",954-382-8894,Active,3/22/04,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","6260 POWERLINE RD FORT LAUDERDALE, FL 33309 ",954-202-2642,Active,10/27/98,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"14425 MIRAMAR PKWY MIRAMAR, FL 33027 ",954-432-6085,Active,12/18/00,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","4850 WILES RD POMPANO BEACH, FL 33073 USA",954-765-7290,Active,8/3/09,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","1431 NE 26 STREET WILTON MANORS, FL 33305 ",954-561-1981,Active,12/9/09,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"110 S FEDERAL HWY DEERFIELD BEACH, FL 33441 ",,Active,12/1/78,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"1890 N UNIVERSITY DR CORAL SPRINGS, FL 33071 ",954-346-4758,Active,9/1/87,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"501 E LAS OLAS BLVD FORT LAUDERDALE, FL 33301 ",954-766-2110,Active,4/1/55,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","5201 SHERIDAN ST HOLLYWOOD, FL 33021 ",954-962-5869,Active,9/1/77,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,SUNTRUST BANKS INC,"5801 W HILLSBORO BLVD PARKLAND, FL 33076 ",954-509-0157,Active,2/2/04,,403,BANKS,40,MISCELLANEOUS,BANKS
2012,SUNTRUST BANK,"SUNTRUST BANKS, INC","1409 E ATLANTIC BLVD POMPANO BEACH, FL 33060 ",,Active,4/1/78,,403,BANKS,40,MISCELLANEOUS,BANKS
